ID,Age,Height,HeightClass,Weight,BMI,Reach,ReachClass,Stance,WeightClass,T_Wins,T_Losses,T_Fights,Success,W_by_Decision,W_by_KO/TKO,W_by_Sub,L_by_Decision,L_by_KO/TKO,L_by_Sub,PWDec,PWTko,PWSub,PLDec,PLTko,PLSub,Available,TTime,Time_Avg,TLpM,AbpM,SubAtt_Avg
de75d1c45a39e221,25.35,66,Average,135,21.787,69,Below,Orthodox,Bantamweight,17,5,22,0.773,11,3,3,3,1,1,0.5,0.136,0.136,0.136,0.045,0.045,13,196.217,15.094,4.852,2.93,0.382
150ff4cc642270b9,27.06,71,Average,145,20.221,69,Below,Orthodox,Fetherweight,20,3,23,0.87,8,10,2,2,0,1,0.348,0.435,0.087,0.087,0,0.043,19,235.783,12.41,7.52,4.033,0.445
def8166ff24bd237,27.84,68,Average,145,22.045,69,Below,Switch,Fetherweight,14,1,16,0.875,4,3,7,0,0,1,0.25,0.188,0.438,0,0,0.062,8,88.184,11.023,4.332,7.36,1.361
d0f3959b4a9747e6,32.3,67,Average,145,22.708,70,Below,Orthodox,Fetherweight,27,4,31,0.871,10,16,1,0,3,1,0.323,0.516,0.032,0,0.097,0.032,20,268.6,13.43,4.278,2.941,0.168
f2688492b9a525a3,37.2,66,Average,145,23.401,68,Below,Orthodox,Fetherweight,23,6,30,0.767,12,7,4,5,1,0,0.4,0.233,0.133,0.167,0.033,0,24,407.55,16.981,5.15,2.221,0.368
b6452706b373eea1,29.6,71,Average,145,20.221,72,Below,Orthodox,Fetherweight,13,1,14,0.929,7,0,6,0,0,1,0.5,0,0.429,0,0,0.071,6,70.733,11.789,6.065,3.45,0.424
b5b684eac99ae0a3,33.66,66,Average,145,23.401,66,Below,Orthodox,Fetherweight,18,4,22,0.818,8,8,2,1,3,0,0.364,0.364,0.091,0.045,0.136,0,17,154.301,9.077,3.733,2.139,0.292
18968f97ad34f15c,32.59,68,Average,145,22.045,71,Below,Orthodox,Fetherweight,28,15,43,0.651,7,19,2,10,2,3,0.163,0.442,0.047,0.233,0.047,0.07,29,350.383,12.082,4.292,2.763,0.428
d247691a6c0e9034,35.15,68,Average,145,22.045,70,Below,Orthodox,Fetherweight,25,10,35,0.714,10,8,7,2,1,7,0.286,0.229,0.2,0.057,0.029,0.2,24,294.283,12.262,5.236,3.276,0.51
cbd3e590a85b18c5,27.86,68,Average,145,22.045,70,Below,Orthodox,Fetherweight,13,1,14,0.929,4,6,3,0,1,0,0.286,0.429,0.214,0,0.071,0,7,70.967,10.138,8.271,1.423,0.423
fba03cd6cc28dc41,33.82,66,Average,145,23.401,70,Below,Orthodox,Fetherweight,13,2,15,0.867,7,4,2,1,1,0,0.467,0.267,0.133,0.067,0.067,0,6,71.133,11.855,4.288,3.641,0.211
c451d67c09c55418,31.78,67,Average,145,22.708,72,Below,Orthodox,Fetherweight,14,5,19,0.737,2,4,8,2,3,0,0.105,0.211,0.421,0.105,0.158,0,8,92.183,11.523,5.663,3.808,0.651
e1248941344b3288,30.24,66,Average,145,23.401,71,Below,Orthodox,Fetherweight,18,1,19,0.947,5,10,3,0,1,0,0.263,0.526,0.158,0,0.053,0,5,62.05,12.41,7.01,2.546,0.725
3974fa35c917af1d,36.61,68,Average,145,22.045,71,Below,Orthodox,Fetherweight,19,7,26,0.731,8,6,5,3,4,0,0.308,0.231,0.192,0.115,0.154,0,21,217.417,10.353,4.043,2.612,1.035
92a9aa9c93192871,34.62,70,Average,145,20.803,71,Below,Orthodox,Fetherweight,24,7,31,0.774,12,6,6,3,3,1,0.387,0.194,0.194,0.097,0.097,0.032,20,235.483,11.774,7.385,2.828,1.338
87aa9fb63d6b51a1,27.82,73,Tall,145,19.128,73,Above,Orthodox,Fetherweight,16,1,17,0.941,3,6,7,0,0,1,0.176,0.353,0.412,0,0,0.059,4,47.634,11.909,6.109,2.351,1.26
cbf5e6f231b55443,26.22,71,Average,145,20.221,71,Below,Switch,Fetherweight,11,2,13,0.846,5,4,2,0,2,0,0.385,0.308,0.154,0,0.154,0,8,117.633,14.704,4.948,3.111,1.02
08e908ed6d18d6a0,30.15,70,Average,145,20.803,73,Above,Orthodox,Fetherweight,17,3,20,0.85,4,8,5,1,1,1,0.2,0.4,0.25,0.05,0.05,0.05,11,96.066,8.733,3.841,1.478,0.312
511e82663651438d,32.56,70,Average,145,20.803,73,Above,Southpaw,Fetherweight,19,13,32,0.594,9,8,2,4,1,8,0.281,0.25,0.062,0.125,0.031,0.25,20,228.15,11.408,4.541,3.958,0.066
e93b04e308913c2e,27.71,70,Average,145,20.803,70,Below,Orthodox,Fetherweight,14,3,17,0.824,2,11,1,2,1,0,0.118,0.647,0.059,0.118,0.059,0,5,27.15,5.43,6.114,6.262,0
751de04455cfaac0,30.75,71,Average,145,20.221,72,Below,Orthodox,Fetherweight,19,3,22,0.864,8,8,3,2,0,1,0.364,0.364,0.136,0.091,0,0.045,4,44.716,11.179,5.278,6.664,0
8fd808923cffff82,28.5,71,Average,145,20.221,74,Above,Orthodox,Fetherweight,18,6,24,0.75,7,8,3,2,2,2,0.292,0.333,0.125,0.083,0.083,0.083,11,123.233,11.203,4.625,3.725,0.243
98d961097baaf308,27.77,71,Average,145,20.221,75,Above,Orthodox,Fetherweight,11,1,12,0.917,2,4,5,0,1,0,0.167,0.333,0.417,0,0.083,0,5,54.699,10.94,7.989,5.466,0.274
814ff3018127e8fc,29.71,72,Tall,145,19.663,70,Below,Southpaw,Fetherweight,21,6,28,0.75,6,11,4,4,0,2,0.214,0.393,0.143,0.143,0,0.071,6,90,15,5.244,4.289,0.333
040a74bb0a465c54,24.92,68,Average,145,22.045,70,Below,Southpaw,Fetherweight,13,1,14,0.929,4,5,4,1,0,0,0.286,0.357,0.286,0.071,0,0,4,54.366,13.591,3.421,1.784,0.828
aa5b4eff51bdc7d1,36.71,69,Average,145,21.41,73,Above,Orthodox,Fetherweight,22,7,29,0.759,10,11,1,6,0,1,0.345,0.379,0.034,0.207,0,0.034,24,350.715,14.613,6.267,2.424,0.214
59279a7c978f7da0,31.66,69,Average,155,22.887,70,Below,Orthodox,Lightweight,14,4,19,0.737,6,7,1,1,0,3,0.316,0.368,0.053,0.053,0,0.158,12,148.016,12.335,4.547,4.047,0.304
262a7d06203657e6,26.23,69,Average,155,22.887,72,Below,Orthodox,Lightweight,6,5,11,0.545,4,2,0,1,0,4,0.364,0.182,0,0.091,0,0.364,2,15.7,7.85,6.051,1.465,0
cbb682f5fcc44bfc,31.92,70,Average,155,22.238,72,Below,Orthodox,Lightweight,21,7,28,0.75,4,9,8,5,2,0,0.143,0.321,0.286,0.179,0.071,0,21,235.682,11.223,4.731,3.161,1.273
08af939f41b5a57b,29.64,70,Average,155,22.238,72,Below,Southpaw,Lightweight,15,4,19,0.789,6,3,6,0,3,1,0.316,0.158,0.316,0,0.158,0.053,14,132.232,9.445,5.105,2.639,0.794
07225ba28ae309b6,29.19,70,Average,155,22.238,74,Above,Orthodox,Lightweight,25,8,34,0.735,2,6,17,1,4,3,0.059,0.176,0.5,0.029,0.118,0.088,22,147.635,6.711,4.626,2.98,2.845
f4c49976c75c5ab2,30.45,69,Average,155,22.887,74,Above,Southpaw,Lightweight,21,4,25,0.84,2,18,1,0,0,4,0.08,0.72,0.04,0,0,0.16,11,99.351,9.032,6.865,4.429,0
193b9d1858bc4df3,28.87,72,Tall,155,21.019,75,Above,Switch,Lightweight,17,8,25,0.68,1,9,7,5,1,2,0.04,0.36,0.28,0.2,0.04,0.08,11,95.701,8.7,6.322,5.131,0.47
029eaff01e6bb8f0,29.93,69,Average,155,22.887,72,Below,Southpaw,Lightweight,24,5,30,0.8,5,12,7,2,2,1,0.167,0.4,0.233,0.067,0.067,0.033,23,205.181,8.921,6.677,3.694,1.316
64a50dad704d1d49,32.93,71,Average,155,21.616,75,Above,Orthodox,Lightweight,20,6,26,0.769,7,12,1,2,2,2,0.269,0.462,0.038,0.077,0.077,0.077,20,227.665,11.383,4.133,4.142,0.066
a8283a4f415e1eb9,40.35,69,Average,155,22.887,70,Below,Southpaw,Lightweight,23,6,29,0.793,10,8,5,3,0,3,0.345,0.276,0.172,0.103,0,0.103,18,205.65,11.425,4.396,2.47,0.511
84ff027394f7e470,32.12,69,Average,155,22.887,71,Below,Orthodox,Lightweight,12,0,12,1,2,5,5,0,0,0,0.167,0.417,0.417,0,0,0,5,36.4,7.28,6.154,2.28,1.236
275aca31f61ba28c,27.16,70,Average,155,22.238,70,Below,Orthodox,Lightweight,16,1,17,0.941,6,3,7,0,1,0,0.353,0.176,0.412,0,0.059,0,6,45.067,7.511,4.948,0.821,1.331
6256b2b1562cb8e1,31.84,75,Tall,155,19.372,76,Above,Orthodox,Lightweight,13,2,15,0.867,5,3,5,0,2,0,0.333,0.2,0.333,0,0.133,0,11,95.017,8.638,4.946,3.052,0.789
d1941565abf50b16,35.33,68,Average,155,23.565,71,Below,Southpaw,Lightweight,29,13,43,0.674,10,4,15,8,2,3,0.233,0.093,0.349,0.186,0.047,0.07,31,318.617,10.278,4.046,2.881,1.883
654ae722109a0d31,30.85,70,Average,155,22.238,73,Above,Orthodox,Lightweight,16,3,19,0.842,2,4,10,1,1,1,0.105,0.211,0.526,0.053,0.053,0.053,6,45.266,7.544,3.866,3.446,0.994
9e8f6c728eb01124,30.12,71,Average,155,21.616,70,Below,Orthodox,Lightweight,19,2,21,0.905,2,16,1,0,2,0,0.095,0.762,0.048,0,0.095,0,4,40.783,10.196,8.607,10.544,0
ee9ebceabfd16fa7,26.31,69,Average,155,22.887,77,Above,Orthodox,Lightweight,17,4,21,0.81,7,2,8,2,1,1,0.333,0.095,0.381,0.095,0.048,0.048,14,169.133,12.081,6.031,3.181,0.976
032cc3922d871c7f,30.27,70,Average,155,22.238,70,Below,Orthodox,Lightweight,27,0,27,1,10,8,9,0,0,0,0.37,0.296,0.333,0,0,0,11,153.25,13.932,6.519,1.697,0.587
8f5c8850b2484173,30.38,69,Average,155,22.887,73,Above,Orthodox,Lightweight,26,5,31,0.839,2,15,9,3,1,1,0.065,0.484,0.29,0.097,0.032,0.032,8,63.283,7.91,3.366,2.023,0
c58f51dedb310998,31.05,73,Tall,170,22.426,75,Above,Southpaw,Lightweight,10,8,18,0.556,10,0,0,3,1,4,0.556,0,0,0.167,0.056,0.222,11,88.932,8.085,4.453,2.451,1.349
2747c60e42d9d75f,29.65,69,Average,155,22.887,73,Above,Southpaw,Lightweight,8,1,9,0.889,4,4,0,1,0,0,0.444,0.444,0,0.111,0,0,5,57.85,11.57,5.272,3.405,0
55ee431411ccf07a,29.84,69,Average,155,22.887,70,Below,Southpaw,Lightweight,11,4,15,0.733,2,1,8,4,0,0,0.133,0.067,0.533,0.267,0,0,11,131.25,11.932,4.16,2.949,0.571
e5010b1b94ca5755,34.67,71,Average,170,23.708,70,Below,Orthodox,Lightweight,15,4,19,0.789,4,10,1,3,1,0,0.211,0.526,0.053,0.158,0.053,0,11,126.283,11.48,4.268,2.962,0.356
9b7694d064a8a0ad,32.15,68,Average,155,23.565,73,Above,Orthodox,Lightweight,23,3,26,0.885,14,4,5,2,0,1,0.538,0.154,0.192,0.077,0,0.038,11,141.05,12.823,3.368,1.85,0.106
22a92d7f62195791,34.87,71,Average,155,21.616,76,Above,Orthodox,Lightweight,24,3,27,0.889,5,11,8,2,0,1,0.185,0.407,0.296,0.074,0,0.037,15,151.101,10.073,6.294,3.547,1.489
effd9de9937996f8,36.73,69,Average,170,25.102,74,Above,Orthodox,Welterweight,19,3,23,0.826,7,7,5,2,1,0,0.304,0.304,0.217,0.087,0.043,0,21,239.05,11.383,4.668,2.217,0.502
dc9572dd6ec74859,30.84,71,Average,170,23.708,72,Below,Orthodox,Welterweight,14,1,15,0.933,7,2,5,0,0,1,0.467,0.133,0.333,0,0,0.067,10,127.899,12.79,7.428,2.197,0.235
9ce6d5a03af801b7,26,72,Tall,170,23.054,74,Above,Southpaw,Welterweight,17,1,18,0.944,5,10,2,0,0,1,0.278,0.556,0.111,0,0,0.056,7,90.267,12.895,2.47,2.98,0
6a2f7c151031653d,34.17,68,Average,170,25.846,70,Below,Southpaw,Welterweight,28,11,39,0.718,14,5,9,8,2,1,0.359,0.128,0.231,0.205,0.051,0.026,26,344.401,13.246,5.131,3.325,0.697
4a28cb716c19157a,35.88,72,Tall,170,23.054,75,Above,Orthodox,Welterweight,14,3,18,0.778,6,7,1,3,0,0,0.333,0.389,0.056,0.167,0,0,13,182.384,14.03,4.024,2.506,0
f2925e6db404bf1d,36.78,71,Average,170,23.708,74,Above,Southpaw,Welterweight,28,12,41,0.683,7,20,1,5,2,5,0.171,0.488,0.024,0.122,0.049,0.122,31,352.6,11.374,4.455,3.988,0
f1b2aa7853d1ed6e,31.63,72,Tall,170,23.054,76,Above,Switch,Welterweight,14,1,15,0.933,7,6,1,0,0,1,0.467,0.4,0.067,0,0,0.067,9,134.117,14.902,7.531,1.648,0.224
427b5953ac8e3a27,41.15,73,Tall,170,22.426,72,Below,Southpaw,Welterweight,25,9,34,0.735,10,3,12,8,1,0,0.294,0.088,0.353,0.235,0.029,0,28,360.568,12.877,4.351,1.95,0.998
84b3e7d38f2d2ec5,31.4,75,Tall,170,21.246,80,Above,Orthodox,Welterweight,21,7,28,0.75,11,7,3,1,2,4,0.393,0.25,0.107,0.036,0.071,0.143,20,234.801,11.74,6.635,2.223,0.319
47b9e0e7703a4868,34.12,71,Average,170,23.708,74,Above,Orthodox,Welterweight,32,13,45,0.711,17,13,2,10,1,2,0.378,0.289,0.044,0.222,0.022,0.044,21,285.983,13.618,5.955,2.958,0.42
6d1bffff14897645,32.25,72,Tall,170,23.054,73,Above,Orthodox,Welterweight,27,3,30,0.9,6,15,6,1,2,0,0.2,0.5,0.2,0.033,0.067,0,11,112.084,10.189,4.586,4.024,0
f1fac969a1d70b08,27.34,72,Tall,170,23.054,74,Above,Southpaw,Welterweight,16,3,19,0.842,7,6,3,2,0,0,0.368,0.316,0.158,0.105,0,0,10,143.133,14.313,3.822,1.991,0.524
1d00756835ca67c9,35.75,73,Tall,170,22.426,73,Above,Orthodox,Welterweight,34,11,46,0.739,8,9,17,6,4,1,0.174,0.196,0.37,0.13,0.087,0.022,39,374.234,9.596,4.847,4.022,1.443
57b10fca4f9c9a7a,30.85,71,Average,170,23.708,76,Above,Orthodox,Welterweight,19,6,28,0.679,3,12,4,1,1,4,0.107,0.429,0.143,0.036,0.036,0.143,14,122.248,8.732,4.826,2.012,0.859
fd55393021a8c255,30.41,71,Average,170,23.708,72,Below,Switch,Welterweight,17,3,21,0.81,1,3,13,2,1,0,0.048,0.143,0.619,0.095,0.048,0,11,100.534,9.139,2.735,3.72,1.194
8adcbd525fab8d9b,32.04,71,Average,170,23.708,73,Above,Orthodox,Welterweight,20,5,25,0.8,4,14,2,3,0,2,0.16,0.56,0.08,0.12,0,0.08,7,83.05,11.864,4.756,2.95,0.542
813550bc53b15fb0,31.3,70,Average,170,24.39,75,Above,Orthodox,Welterweight,15,5,21,0.714,3,8,4,1,3,1,0.143,0.381,0.19,0.048,0.143,0.048,14,103.917,7.423,4.446,4.898,0.577
f9f07bb5a43535ed,34.67,74,Tall,170,21.824,75,Above,Orthodox,Welterweight,30,12,42,0.714,2,15,13,6,1,5,0.048,0.357,0.31,0.143,0.024,0.119,21,253.367,12.065,7.314,2.36,1.125
9bcf8603ceb25680,37.11,74,Tall,170,21.824,76,Above,Southpaw,Welterweight,22,4,27,0.815,11,9,2,1,3,0,0.407,0.333,0.074,0.037,0.111,0,18,199.634,11.091,5.801,1.888,0.601
